record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
1644,187,187,paragraph,Genesis,20,1,20,18,Genesis 20:1-18,carried_scope,,,"Abimelech's response was overwhelming and included a comprehensive list of special gifts (Gen. 20:14-15), free access to the land of Gerar, as well as an ""honor fee"" of one thousand shekels (v. 16)-a huge sum, considering that Babylonian laborers earned half a shekel per month and a slave could be bought for a mere twenty shekels (37:28). This payment to Abraham vindicated Sarah and represented a public exoneration-particularly in view of the following chapter that describes the birth of Isaac. The phrase at the end of v. 16 is literally ""a covering of the eyes."" Some have suggested that this phrase signifies that she was to be veiled so as to avoid further incident-that is, that she was ""rebuked,"" as some translations indicate. Others suggest that this means that any suspicions of adultery were covered by Abimelech's gift, signifying that her honor was vindicated, as noted in other translations. Surprisingly, the Lord, in response to the intercession of Abraham, restored the fertility of the women in the household of Abimelech. He would certainly do the same for Sarah."
1645,187,188,paragraph,Genesis,21,1,21,21,Genesis 21:1-21,explicit_scope,,,"21:1-21. Birth of Isaac and Expulsion of Ishmael. God's promise finally became a reality, yet joy over its fulfillment was mingled with pain over past mistakes and their effects on many lives. The chapter opens with a magnificent statement: the Lord paqad (lit. ""visited"") Sarah, and the son of the promise was born. This verb (paqad) often conveys the idea of ""caring for""; accordingly, some translate the verb as ""was gracious to,"" ""came to help"" or ""took note of."" Considering the long wait and ensuing complications, the description of the birth of Isaac is very brief and emphasizes God's faithfulness (vv. 1-2, 6). The mention of the mo 'ed (""appointed time"") in v. 2 points back to 17:21 and 18:14. The bottom line of this important theological motif is significant: God always fulfills His promises-at the right time (d. also in regard to the Messiah; Gal. 4:4). As is customary in the Abraham narrative, the age of the patriarch is mentioned at key moments in his life. At the birth of Isaac, Abraham was one hundred years old (21 :5); this was twenty-five years after he had been called by God and had been promised descendants."
1646,188,188,paragraph,Genesis,21,1,21,21,Genesis 21:1-21,carried_scope,,,"Yet not all is well. Unfortunately, human designs often clash with divinely ordained plans (21:8-21). Isaac's weaning, a significant rite of passage that accompanied the transition from infancy to childhood, marked the beginning of the affliction (Gen. 15:16). ANE texts uniformly indicate that weaning normally occurred after three years. The scorning of Isaac by Ishmael (who was half Egyptian), a teenager of seventeen years, is represented by a term (tsakhaq) difficult to translate (some read ""mocking,"" others read ""playing""). It comes from the same Hebrew root (tsakhaq) as Isaac's name (yitskhaq), meaning ""to laugh."" Sometimes it expresses the idea of being superior (laughing at or mocking others) and may also indicate laughter that is occasionally associated with sexual acts (e.g., Gen. 26:8; 39:14, 17). Its use here should be understood as mocking Isaac, expressing distain and a sense of superiority. Sarah's response was immediate: she told Abraham to banish Hagar and Ishmael (Gen. 21:10), which meant that Ishmael would lose his inheritance. Abraham was distressed because Ishmael was his son (v. 11). However, Sarah based her demand on moral and legal grounds. For example, the Mesopotamian Lipit-Ishtar code (ca. 1875 B.C.) stipulated that if a master granted freedom to a slave and her children, the children of the slave should not share the estate with the children of their master. God endorsed Sarah's request but included a special blessing for Ishmael (vv. 12-13)."
1647,188,188,paragraph,Genesis,21,1,21,21,Genesis 21:1-21,carried_scope,,,"The expulsion of Hagar and Ishmael echoes the earlier story of Genesis 16. For a second time, Hagar found herself alone, despondent, and out of options. Yet God sustained her again. The first woman in Scripture whom God addressed by name (16:8) received another important visitor. In response to Ishmael's cries, God promised Hagar an unexpected blessing. The admonition to not be afraid (v. 17) always introduces God's special blessings (Is. 41:13-14; 43:1; Dan. 10:19). God not only spoke to Hagar but also opened her eyes (v. 19; d. 22:13; 2 Kin. 6:17). Hagar's experience prefigured Abraham's encounter with God on Mount Moriah (Gen. 22) in many ways (a journey, provisions, a child about to die, divine intervention, a solution, and a promise)."
1648,188,188,paragraph,Genesis,21,22,21,34,Genesis 21:22-34,explicit_scope,,,"21:22-34. Abraham's Covenant with Abimelech. After assuring the future of Abraham's family physically, the text now describes Abraham's place in society and his survival as a foreigner within an unpredictable political context. Due to the importance of water, Abraham came to an agreement with Abimelech concerning the use of wells (see Isaac's similar action later in 26:15-18), yet the covenant was much broader in scope, allowing Abraham's family to stay in the land of the Philistines for an extended period of time (21 :34). The covenant ritual was sealed by the giving of gifts (vv. 27-28) and a solemn oath (v. 31). This is a classic example of a bilateral covenant involving mutual obligations from two parties. Abraham planted a tree at the well (most likely as a sign) and ""called on the name of the LORD"" (v. 33; 12:8; 13:4; 26:25), who had opened the way for a new alliance. God's description as the Everlasting/Eternal God (v. 33) underlines His omnipotence and power."
1649,188,188,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,explicit_scope,,,"22:1-19. The Gospel to Abraham: The Binding of Isaac. The ultimate test of Abraham's faith involved the most precious gift the patriarch had received from the Lord-his long-awaited son. Yet while Abraham's faith is on display, it is ultimately God's character that shines through this chapter. The binding of Isaac has been an object of reflection for centuries."
1650,188,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"Verse 1 represents, in typical Hebrew fashion, a summary as part of the introduction. The testing of Abraham consisted of creating a situation within which the faith and commitment of Abraham to the Lord would be manifested. The divine command-to take Isaac, his beloved son, and offer him as a burnt offering-is shocking (Gen. 22:2). What is missing in most English versions is the translation of a Hebrew term (na') meaning ""please,"" at the beginning of the sentence. The imperative to offer Isaac creates a theological conundrum. Why would God, who hates human sacrifices (Lev. 18:21; Deut. 12:31; 18:10), demand such an offering? The reference to testing invites the reader to reserve judgment. More than what meets the eye is at play here. The location of the offering was in the land of Moriah, most likely an area around Jerusalem (2 Chr. 3:1). The distance from Beersheba to Jerusalem was about 50 miles (80 km), corresponding to three days' travel (22:4). Mention of Abraham's early rising and departure marks the patriarch's immediate and deliberate response. Taking with him two servants, a donkey, Isaac, and firewood, Abraham set off toward the place to which God had directed him."
1651,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"On the third day (v. 4) of the journey, the party finally arrived. The third day is often when a decisive moment takes place in biblical stories (Gen. 31:22; 34:25; Ex. 19:11; Judg. 20:30; Esth. 5:1). One wonders how Abraham lived through these days, knowing that he would be required to sacrifice his only son. Abraham's comment that ""we will come back,"" however, was not simply a reassuring reply to the slightly suspicious members of his household. It was a desperate expression of faith, similar to his answer to Isaac's question in v. 8. It anticipated the later struggle of Abraham's grandson, who pled for a blessing from the One who had wrestled with him at Jabbok (32:26). Faith can struggle, but faith holds on. The book of Hebrews confirms that Abraham believed that God could raise Isaac from the dead (Heb. 11:19). This was quite extraordinary because there is no record of anyone ever having been raised from the dead before that time."
1652,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"The crucial dialogue between father and son (22:7-8) underlines the fact that Isaac's role was not passive. He could have run away from his father. Abraham's statement of faith-God would provide a lamb-was the answer to Isaac's question. They both went together (vv. 6,8), one in obedience to God and the other in obedience to the father."
1653,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,The New Testament
1654,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,and the Aqedah
1655,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,The Hebrew term aqedah is used for the
1656,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"""binding"" of Isaac as a sacrificial victim"
1657,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,in Genesis 22 and has been employed in
1658,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,Jewish literature as a name for the story.
1659,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,This particular narrative plays a significant
1660,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,role in explaining God's work of salvation
1661,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,through Christ in the NT. Hebrews 11:17-
1662,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,19 and James 2:21-23 explicitly refer to
1663,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,Abraham's faith and obedience while the
1664,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"wording of Romans 8:32 (""He who did not"
1665,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"spare His own Son"") highlights God's will-"
1666,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,ingness to offer Jesus in substitution for
1667,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,humanity and creates a clear link to the
1668,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,well-known story of Isaac's binding and
1669,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,Abraham's faith.
1670,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"Following the construction of the altar, Abraham bound Isaac (marked by the important designation ""his son"") and laid him on the altar (v. 9). The following sequence reads as a slow-motion description of Abraham's most heart-wrenching moment. Yet at the right moment, the Angel of the Lord intervened (regarding the nature and identity of the Angel of the Lord, see 16:8-14 and Judg. 2:1-5). The Angel's twofold exclamation expressed the urgency of the instruction. A ram caught in a thicket (v. 13) became the substitutionary sacrifice on Mount Moriah-it was offered ""instead of his son."" The experience of Abraham was, in a very limited sense, a revelation of the experience of God through Jesus Christ, His Son, when He offered Himself as an expiatory lamb for sinful human beings (Mark 10:45; John 1:29, 36; 2 Cor. 5:17-21; 1 Pet. 1:18-19)."
1671,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"Following the climax of the narrative, God reaffirmed His promises to Abraham (12:2-3; 13:16; 15:5; 17:5-6). Abraham's obedience is one of the key themes of this chapter. Isaac is not explicitly mentioned in the report of Abraham's return, even though the phrase ""they went together to Beersheba"" may indicate he was included in the return party (ct. the similar phrase in vv. 6, 8). Since this chapter is primarily focused on the characters of Abraham and God, the absence of Isaac's name should not surprise the reader."
1672,189,189,paragraph,Genesis,22,1,22,19,Genesis 22:1-19,carried_scope,,,"The final section of Genesis 22:20-24 functions as a bridge to what follows. Notably, the text mentions twelve sons of Nahor (by his wife and a concubine), corresponding to the twelve sons of Israel (49:28) or the twelve sons of Ishmael (25:12-15). The names of Nahor's descendants have been associated with locations in northern Mesopotamia and ltansjordan. For example, ""Uz"" in v. 21 has been linked to Edom (ct. 10:23; 36:28). The location is also mentioned in Job 1:1 even though some translations have transcribed the Hebrew name as ""Huz"" in Genesis and as ""Uz"" in Job-in fact, a more phonetically precise transliteration is 'uts."
1673,189,189,paragraph,Genesis,23,1,23,20,Genesis 23:1-20,explicit_scope,,,"23:1-20. Sarah's Death and Burial. When Sarah died, Abraham succeeded in procuring a piece of property for her burial. While still a stranger, Abraham legally owned a piece of the land that in the future would belong to his descendants. Similar to Jeremiah's purchase of a field in the face of the impending Babylonian captivity (Jer. 32:6-15), Abraham's purchase was another expression of faith."
1674,189,190,paragraph,Genesis,23,1,23,20,Genesis 23:1-20,carried_scope,,,"Sarah died at the age of 127 in Hebron, twenty miles (32 km) south of Jerusalem (23:1-2). This marked the beginning of the end of an era and slowly shifted the focus of the biblical narrative from Abraham's family to Isaac, the son of the promise. Hebron played an important role in the early reign of David (2 Sam. 2:1-4). Abraham came to mourn and to weep for Sarah (v. 2). This generally involved certain mourning rites, such as tearing garments, wearing sackcloth, shaving one's beard, and loud weeping. The presence of death in Genesis at crucial intersections of the narrative serves as a brutal reminder of the loss of immortality and paradise."
1675,190,190,paragraph,Genesis,23,1,23,20,Genesis 23:1-20,carried_scope,,,"The bulk of the chapter describes the important negotiations for a burial site (Gen. 23:3- 16). Keywords include natan (""give"" or, as some translate contextually here, ""sell"" or ""pay""; vv. 4,9, 11, 13) and shama' (""listen,"" ""hear""; vv. 6, 8, 11, 13, 15), which represent operative words in ANE negotiations and were used instead of ""buy"" and ""sell."" The identity of the sons of Heth (also called Hittites) in 23:3 is unclear, as is their relationship to the well-known Hittites from Anatolia (modern Thrkey) that dominated the ANE more than half a millennium later. The Semitic names of the sons of Heth in chapter 23 may suggest a different group from the later Indo-European Hittites."
1676,190,190,paragraph,Genesis,23,1,23,20,Genesis 23:1-20,carried_scope,,,"Since Abraham was a foreigner (v. 4), he did not own land that he could use as a burial ground for his family. He had to negotiate with the landowners, and this took place at the gate of the city, which was a center for business and legal decisions (d. Deut. 21:18-20; Ruth 4:1-11). The negotiation was marked by courteous interaction and demonstrations of respect (e.g., Abraham stood and bowed repeatedly). Note that Abraham did not address Ephron directly but requested the leadership of Hebron to intercede on his behalf. This presence of an intercessor was another important feature of ANE culture."
1677,190,190,paragraph,Genesis,23,1,23,20,Genesis 23:1-20,carried_scope,,,"Ephron the Hittite finally suggested an amount (v. 15) for the purchase of the field that also included a burial cave. Burial practices during the time of Abraham included cave tombs that were often used for an entire family. Following the decomposition of the body of the deceased several months or years after the burial, the bones and other grave gifts were often collected in a big vessel or ossuary, which was then placed in a niche in one section of the cave. The cave of Machpelah was not only the burial place for Sarah but also the location where Abraham, Isaac, Rebekah, Leah, and Jacob were later buried (Gen. 49:30-32; 50:13). Four hundred shekels of silver, or 10 pounds (4.5 kg; v. 15), represented a significant investment. Although later in history, ""shekel"" was the name of a particular denomination of coinage, at this time, coins had not yet been invented. Thus, shekel here is in reference to the weight (v. 16). The weight of silver was what merchants in this period used for transactions. Cross period comparisons are always difficult, but Jeremiah purchased his field for only seventeen shekels (Jer. 32:9) while Omri paid six thousand shekels for the entire site of Samaria (1 Kin. 16:24). In any case, Abraham was able to pay what was required for the sale. We should remember that during the time of Abraham a ""shekel"" was not a denomination of coinage; coins had not yet been invented. It was a weight of silver used by merchants for transactions. The final summary statement of the legal and public transaction as well as the burial of Sarah (23:17-20) highlights Abraham's faith in God's promises. Abraham invested in a future he could not see."
1678,190,190,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,explicit_scope,,,"24:1-67. Finding a Suitable Wife for Isaac. Isaac's future and the assurance of God's promise were important concerns for Abraham, recently widowed and conscious of his age; the text introduces the patriarch as quite old (Gen. 24:1). Yet in order to secure the future of his family, Isaac needed a wife. Since parents did the matchmaking in OT times, Abraham made his chief servant swear an oath, which forms a frame around the dialogue. These are the last recorded words of Abraham."
1679,190,190,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,carried_scope,,,"The oath was ratified by Eliezer's symbolic act of putting his hand under Abraham's thigh (v. 9). The legal function of this symbolic act was to commit the oath-taker to fulfilling the pledge (d. 47:29). Notably, Eliezer is never mentioned by name in the entire chapter-rather he is called the servant (or the oldest servant of his house; v. 2), and his name, presuming this is the same person, is known only from Abraham's earlier dialogue with the Lord in 15:2. The intimate nature of the symbolic gesture underlines the solemnity of the oath. Abraham made two important requests that were in line with the larger issue of the divine promise to his family: (1) the future wife of Isaac should not be from the daughters of the Canaanites (v. 3), and (2) Isaac should not return to the land of his ancestors in the north (vv. 6-8)."
1680,190,191,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,carried_scope,,,"A brief travel log linking Canaan to Aram Naharaim in northern Syria introduces the next scene (vv. 10-27). Eliezer prayed and asked God for a sign (vv. 12-14). The decision he would make would have important repercussions for Isaac and his future. The hospitality of the young girl was impressive, as was her physical strength-providing water for ten camels was no small matter. The servant's requests for God's kindness shows dependability and trust in the Lord (24:12, 14, 26-27, 52). Additionally, v. 16 also notes that Rebekah was very beautiful, of marriageable age, but not married. Rebekah passed the test of kindness and offered to give water to the camels, as the servant looked on silently (vv. 16-21). Finally, after the hard work had been done, the servant presented her with abundant gifts (v. 22). Jewelry was often representative of financial security when given to a woman in this context."
1681,191,191,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,carried_scope,,,"Bethuel was Isaac's cousin (v. 24; d. 22:23), and thus met the first of the two requirements stipulated by Abraham. Rebekah's speedy return to her mother's household may be an indication that Bethuel had more than one wife or that they were living as an extended family (v. 28). Laban's reaction was probably motivated by selfishness (v. 30; cf. 29:1-30)."
1682,191,191,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,carried_scope,,,"Meals were important events in ancient cultures because they brought people together and provided a space for negotiations. The drawnout marriage negotiations began (24:33-51) with a report of divine guidance by Abraham's servant (vv. 34-49), who also included hints as to Abraham's riches (v. 35). The role of Laban in the story suggests that Bethuel was old by this time and that Laban had become the leader of the clan. Alternatively, it could also reflect a local custom involving the eminence of the brother in marriage negotiations, as attested in Old and Neo-Babylonian period documents."
1683,191,191,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,carried_scope,,,"Abraham's servant then offered a prayer of thanksgiving and presented the bride-price to the family. The request for a quick departure the following morning was met with mixed reception. The amount of time requested in v. 55 is literally ""days or ten,"" which could mean few days or years. In order to settle this issue, the bride-to-be was, for the first time, actively involved in the process and was asked personally whether she would go with Abraham's servant. Rebekah's concise, affirmative answer (one word in Hebrew) settled the issue (v. 58). Prior to her departure, Rebekah received the family blessing (v. 60), which was written in poetry in Hebrew and which invoked the promise of numerous descendants and power. The blessing echoed the earlier blessing to Abraham on Mount Moriah (22:17)."
1684,191,191,paragraph,Genesis,24,1,24,67,Genesis 24:1-67,carried_scope,,,"The final scene of the unique love story was located in Canaan, the place of God's particular blessings. Isaac lived in the south (or Negev) and went out to suakh (24:62-63). This is an obscure Hebrew term that appears only once in the aT. Most versions understand it as referring to some type of activity involving prayer or meditation (LXX, Vg., Tg.). Others have suggested the translation ""roaming."" The point of the story is that Isaac and Rebekah met outside the camp. Following the customs of her time, Rebekah covered herself with a veil while EIiezer (still described as the servant) informed Isaac about the marriage negotiations (vv. 64-66). The next verse describes a formal marriage ceremony. Isaac brought Rebekah into his mother's tent and laqakh-""took"" Rebekah (the technical term for marriage), which resulted in Rebekah becoming his wife (v. 67). The final statement, that Isaac loved her and was comforted after his mother's death, connects the narrative to the bigger story. Scripture highlights the special relationship between Isaac and Rebekah. On the occasion of their marriage, she would become the matriarch of the clan. By this time, Abraham would have been 140 years old (see 17:17; 25:20)."
1685,191,191,paragraph,Genesis,25,1,25,18,Genesis 25:1-18,explicit_scope,,,"25:1-18. Abraham's Death and Ishmael's Family Line. The final wrap-up of Abraham's story brought his sons together at the grave of the patriarch. Both were sons of the friend of God (James 2:23), but only one was the son of the blessing, whose line would ultimately see the divine promise of land and offspring realized."
1686,191,192,paragraph,Genesis,25,1,25,18,Genesis 25:1-18,carried_scope,,,"Following Isaac's marriage to Rebekah, Abraham took another wife (v. 1), who may also be described as a concubine (v. 6). Her ethnicity and family heritage are not mentioned. Neither the text nor the context is clear concerning the question of whether Abraham married Keturah while Sarah was still alive or whether it was after her death, though the term pilegesh, ""concubine,"" might imply the former. Abraham's sons from Keturah warrant a brief genealogy, and yet, aside from Midian, they are irrelevant within the larger scheme (v. 6). At the ripe age of 175 years, Abraham breathed his last and died (25:8). The description denotes not only age but also contentment. Abraham was ready to rest in his grave, having experienced God's presence, forgiveness, and vindication of his faith. The expression used at his death, that he ""was gathered to his people,"" is not about the survival of an immortal soul but about the reality of human mortality. This is a term used in reference to being buried in a common tomb. The equivalent is ""rested,"" ""slept,"" or ""lay down"" (shakhab). He was not in heaven with his ancestors/fathers (e.g., Gen. 47:30; Deut. 31:16; 1 Kin. 2:10). All are sooner or later gathered to those who preceded them; all will die (d. 25:17; 35:29; 49:33; Deut. 32:50)."
1687,192,192,paragraph,Genesis,25,1,25,18,Genesis 25:1-18,carried_scope,,,"Genesis 25:11 introduces the important continuation of the story of divine blessings for Abraham's family. The verse reads like the passing of the baton, highlighting God's special blessing for Isaac, whose story would continue in 25:19. The brief genealogy of Ishmael (vv. 12-18), also described as Abraham's son, underlines the fulfillment of the promises to Hagar (16:10) and Abraham (17:20). Ishmael's twelve sons foreshadowed the later tribal units of Israel (35:22-26). The summary statement of Ishmael's life (25:17) is very similar to Abraham's (25:8) and links father and son in death. The final verse of this genealogical summary includes a brief geographical note as to the whereabouts of Ishmael's descendants as well as the obscure final phrase at pene kol 'ekhaiw napal (v. 18). The Hebrew text literally reads, ""And upon all the faces of his brothers he fell. "" Some translations have viewed this as a reference to his death in the presence of his brothers, but it can also be viewed as suggesting the hostility mentioned in 16:12."
1688,192,192,paragraph,Genesis,25,19,26,35,Genesis 25:19-26:35,explicit_scope,,,25:19-26:35 Isaac's Story
1689,192,192,paragraph,Genesis,25,19,26,35,Genesis 25:19-26:35,carried_scope,,,"Isaac's limited role in the patriarchal stories is reflected in the space allotted to the description of his life and activities. While some have included Jacob and Esau's story as part of Isaac's family record, it may be better to recognize the quiet and unobtrusive presence of Isaac, the son of the promise, on his own terms. He represented another link in the chain of promises, and readers are privy to his struggles involving faith, trust in the God of his father, and ultimately, personal victory."
1690,192,192,paragraph,Genesis,25,19,25,34,Genesis 25:19-34,explicit_scope,,,"25:19-34. Birth and Rivalry of Esau and Jacob. Following the programmatic reference to Isaac's genealogy (v. 19), using the technical marker toledot (see Genesis: Introduction), the text focuses on Rebekah's barrenness and the birth of her twin sons in response to Isaac's intercessory prayer and God's miraculous intervention."
1691,192,192,paragraph,Genesis,25,19,25,34,Genesis 25:19-34,carried_scope,,,"Isaac's story begins with his birth (v. 19), followed by a brief recap of the facts involving his marriage to Rebekah (v. 20), whose barrenness of twenty years (d. 25:26) must have been a continuous source of stress in the patriarch's marriage. However, unlike his parents, Isaac did not succumb to the ""quick solutions"" of concubinage. Isaac's proactive intercessory prayer sheds a different light on Isaac, who often appears to be passive. The Hebrew term referring to Isaac's entreaty in v. 21 ('atar) appears repeatedly in the Exodus narrative, where it describes Moses's appeal to God to remove the plagues (Ex. 8:8-9, 28-30). The lack of time markers (when did God grant Isaac's plea?) emphasizes the powerful intercessory ministry of Isaac, as the sequence of prayer, divine response, and conception seemingly followed one after the other."
1692,192,192,paragraph,Genesis,25,19,25,34,Genesis 25:19-34,carried_scope,,,"Yet all is not well. The mention of the children struggling in Rebekah's womb introduces the theme of conflict and strife into the Isaac narrative. The Hebrew word used for their conflict (ratsats) is a strong term, referring to ""crushing"" (Deut. 28:33; Judg. 9:53). Conflict began in the womb, occurred during delivery (Gen. 25:26), is highlighted by the different professions chosen by the sons (v. 27), and ultimately is reflected in the opposing preferences of the parents (v. 28). Rebekah desired to hear from the Lord, so she went to inquire of Him (v. 22; d. 2 Kin. 8:7- 15). Usually this phrase in the OT is reserved for requesting divine guidance from a prophet (Ex. 18:15; 1 Sam. 9:9). The divine reply was expressed in a poetic, four-line response that underlines the conflict between the two sons of Isaac and highlights divine election over and against established traditions (i.e., the rights of the firstborn). The statement about the older (lit. the ""greater"") serving the younger (Gen. 25:23) contains a wordplay between ""shall serve"" (ya'abod) and Jacob's name (ya'aqob). Jacob's election was based on divine sovereignty, grace, and foreknowledge (d. Rom. 8:29-30; 9:11-12), not on his upright character."
1693,192,192,paragraph,Genesis,25,19,25,34,Genesis 25:19-34,carried_scope,,,"The biblical text briefly relates how Jacob and Esau developed distinctly different personas (Gen. 25:27-28). Esau, the skillful hunter, was loved by Isaac, while Jacob, who lived in the fields, was loved by Rebekah. The Hebrew adjective tam (translated variously as ""mild,"" ""peaceful,"" ""quiet,"" or ""plain"") is based on a root indicating completion or perfection. It can also be translated as ""full of integrity,"" ""complete,"" ""flawless,"" ""clean,"" ""blameless,"" or ""perfect"" (d. Gen. 6:9; 17:1 [where the similar tamim is used]; 20:5-6; Job 1:1; Ps. 7:8; Song 5:2; 6:9). In the present context, this word, used to describe Jacob, seems to suggest the idea of an amiable and pious person."
1694,192,193,paragraph,Genesis,25,19,25,34,Genesis 25:19-34,carried_scope,,,"The stage was set for more conflict within Isaac's family. Genesis 25:29-34 illustrates the personalities of both sons. Jacob, calculating and astute, won the birthright in exchange for a meal. He sought to outsmart tradition and ""assist"" God, whose prophecy he must have heard from his doting mother. Esau's shortsightedness and disdain (Heb. 12:16-17) for the birthright is clearly illustrated by the speed with which he made the transaction, consumed the food, and went on his way. The bekorah (""birthright"") refers to the rights of the firstborn in biblical times. The firstborn held a position of honor within the family (Gen. 43:33) and the right of succession (2 Chr. 21:3), or as in the case of Abraham's family, the covenant. The pentateuchal laws stipulated that the firstborn should receive a double portion of his father's inheritance (Deut. 21: 17). Israel as a people was considered God's firstborn among the nations (Ex. 4:22; Jer. 2:3)."
1695,193,193,paragraph,Genesis,26,1,26,33,Genesis 26:1-33,explicit_scope,,,"26:1-33. Isaac and Abimelech. Isaac's encounter with Abimelech contains many echoes of earlier episodes in Abraham's life. It is the first story focusing exclusively on Isaac. Genesis 25 and 26 are not ordered chronologically but thematically. Since there is no mention of children in chapter 26, it is possible that the events described in the chapter happened during the first twenty years of Isaac's marriage to Rebekah. The Philistines who recognized her beauty would have noticed her nursing or raising her children had they already been born."
1696,193,193,paragraph,Genesis,26,1,26,33,Genesis 26:1-33,carried_scope,,,"Genesis 26:1 sounds like a repeat of 12:10. A famine in the land led Isaac to move to Gerar, the territory of Abimelech, king of the Philistines. Several decades separated Abraham's move to Gerar (Gen. 20) from Isaac's visit. The repetition of the same name for Gerar's king, Abimelech, is most likely due to its use as a dynastic name (something that was common in other ANE cultures; i.e., Egypt). Isaac obeyed God's direct command not to go to Egypt, given during the divine appearance (26:2). God reiterated four key promises to Isaac (vv. 3-4), including (1) the special divine presence and blessing, (2) ownership of the promised land, (3) countless descendants, and (4) the blessing of the nations through his descendants. The final verse of the divine promise, introduced by ""because,"" reminded Isaac of the conditionality of the blessings. Obedience to the divine principles and instructions were central to the promises to Abraham as well as to Isaac (v. 5)."
1697,193,193,paragraph,Genesis,26,1,26,33,Genesis 26:1-33,carried_scope,,,"Unfortunately, Isaac repeated some of his father's mistakes (Gen. 12:10-20; 20:1-18). Out of a fear similar to his father's, he told a lie. The ""long time"" referenced in v. 8 suggests that Isaac's fears were baseless. Instead, the king saw Isaac showing affection to Rebekah. The Hebrew term used here (tsakhaq, ""to laugh"") includes the same consonants that are present in Isaac's name. There is thus here a wordplay that appears repeatedly in the Abraham narrative: Sarah tsakhaq in unbelief at the announcement of Isaac's birth (18:12-15) but eventually tsakhaq for joy at his birth (21:6). Later, Ishmael tsakhaq (cf. notes on 21 :9) when Isaac was weaned, and then Isaac (26:8) tsakhaq with his wife (here the nuance of the verb is more like ""to play with"" or ""to caress""; cf. Ex. 32:6, indicating more of a sexual playfulness). Abimelech's critique was stern, and he recognized the potential for grave sin that would have affected an entire community (v. 10)."
1698,193,193,paragraph,Genesis,26,1,26,33,Genesis 26:1-33,carried_scope,,,"Genesis 26:12 marks the first reference to a patriarch working in agriculture. Isaac enjoyed tremendous divine blessings and reaped a hundredfold. Gerar's inhabitants envied him (v. 14), and the resulting conflict suggested it was time to relocate. Farming and animal husbandry both required secure access to water. Three times Isaac's servants reopened a well that Abraham had dug (and that had been stopped up by the Philistines). Each time Isaac renamed the well and thus laid claim to its water (vv. 15-22). The tenuous interactions between Isaac's clan and the inhabitants of the land were mirrored by the different names given to the three wells: Esek (Le., ""quarrel"" or ""dispute"" in v. 20), then Sitnah (i.e., ""hostility"" in v. 21), and finally Rehoboth (or ""open space"" in v. 22), which in the OT is often associated with prosperity or salvation (Is. 54:2-3)."
1699,193,193,paragraph,Genesis,26,1,26,33,Genesis 26:1-33,carried_scope,,,"The second theophany reminded Isaac of the true source of power in his life: God's declarations that He was the God of his father, that he should not be afraid, and that He was with him and would bless him and fulfill His promises to Abraham through his descendants dispelled any challenge he might face (Gen. 26:24). These words continue to have deep meaning for Abraham's seed (Gal. 3:29) on the other side of the cross. In response, Isaac, for the first time, built an altar and worshiped the Lordechoing earlier responses of his father (v. 25; cf. 12:7-8; 13:18)."
